Which comic characters are painted by Bill Finger?,['http://dbpedia.org/ontology/creator'],['http://dbpedia.org/resource/Bill_Finger'],"['http://dbpedia.org/ontology/creator', 'http://dbpedia.org/ontology/ComicsCharacter']",0.5,1.0,['http://dbpedia.org/resource/Bill_Finger'],1.0,1.0
Was winston churchill the prime minister of Selwyn Lloyd?,['http://dbpedia.org/ontology/primeMinister'],"['http://dbpedia.org/resource/Selwyn_Lloyd', 'http://dbpedia.org/resource/Winston_Churchill']","['http://dbpedia.org/ontology/sport', 'http://dbpedia.org/ontology/primeMinister']",0.5,1.0,"['http://dbpedia.org/resource/Selwyn_Lloyd', 'http://dbpedia.org/resource/Winston_Churchill']",1.0,1.0
Name some leaders of the parent organisation of the Gestapo?,"['http://dbpedia.org/ontology/parentOrganisation', 'http://dbpedia.org/ontology/leader']",['http://dbpedia.org/resource/Gestapo'],"['http://dbpedia.org/ontology/parentOrganisation', 'http://dbpedia.org/ontology/leader']",1.0,1.0,['http://dbpedia.org/resource/Gestapo'],1.0,1.0
Which party has come in power in Mumbai North?,"['http://dbpedia.org/ontology/party', 'http://dbpedia.org/property/constituency']",['http://dbpedia.org/resource/Mumbai_North_(Lok_Sabha_constituency)'],"['http://dbpedia.org/property/constituency', 'http://dbpedia.org/ontology/party']",1.0,1.0,['http://dbpedia.org/resource/Mumbai_North_(Lok_Sabha_constituency)'],1.0,1.0
Name the municipality of Roberto Clemente Bridge ?,['http://dbpedia.org/ontology/municipality'],['http://dbpedia.org/resource/Roberto_Clemente_Bridge'],"['http://dbpedia.org/property/name', 'http://dbpedia.org/ontology/municipality']",0.5,1.0,['http://dbpedia.org/resource/Roberto_Clemente_Bridge'],1.0,1.0
Which royalty was married to ptolemy XIII Theos Philopator and had mother named Cleopatra V ?,"['http://dbpedia.org/property/mother', 'http://dbpedia.org/property/spouse']","['http://dbpedia.org/resource/Cleopatra_V_of_Egypt', 'http://dbpedia.org/resource/Ptolemy_XIII_Theos_Philopator']","['http://dbpedia.org/ontology/allegiance', 'http://dbpedia.org/property/spouse', 'http://dbpedia.org/property/mother']",0.6666666666666666,1.0,"['http://dbpedia.org/resource/Cleopatra_V_of_Egypt', 'http://dbpedia.org/resource/Ptolemy_XIII_Theos_Philopator']",1.0,1.0
In which monarch did Li Si succeed someone?,"['http://dbpedia.org/ontology/successor', 'http://dbpedia.org/ontology/monarch']",['http://dbpedia.org/resource/Li_Si'],"['http://dbpedia.org/ontology/monarch', 'http://dbpedia.org/ontology/successor']",1.0,1.0,['http://dbpedia.org/resource/Li_Si'],1.0,1.0
Which home town of PAvel Moroz is the death location of the Yakov Estrin ?,"['http://dbpedia.org/ontology/deathPlace', 'http://dbpedia.org/property/hometown']","['http://dbpedia.org/resource/Pavel_Moroz', 'http://dbpedia.org/resource/Yakov_Estrin']","['http://dbpedia.org/property/hometown', 'http://dbpedia.org/ontology/deathPlace']",1.0,1.0,"['http://dbpedia.org/resource/Pavel_Moroz', 'http://dbpedia.org/resource/Yakov_Estrin']",1.0,1.0
"Which company which assembles its cars in Broadmeadows, Victoria?","['http://dbpedia.org/ontology/parentCompany', 'http://dbpedia.org/property/assembly']","['http://dbpedia.org/resource/Broadmeadows,_Victoria']","['http://dbpedia.org/ontology/company', 'http://dbpedia.org/property/assembly', 'http://dbpedia.org/ontology/management']",0.3333333333333333,0.5,"['http://dbpedia.org/resource/Broadmeadows,_Victoria']",1.0,1.0
Which person designed the cars which has been designed by ASC Creative Services?,"['http://dbpedia.org/ontology/designCompany', 'http://dbpedia.org/property/designer']",['http://dbpedia.org/resource/ASC_Creative_Services'],"['http://dbpedia.org/ontology/type', 'http://dbpedia.org/ontology/architect', 'http://dbpedia.org/ontology/management', 'http://dbpedia.org/ontology/architect']",0.0,0.0,['http://dbpedia.org/resource/ASC_Creative_Services'],1.0,1.0
Name the scientist whose supervisor was Ernest Rutherford and had a doctoral students named Charles Drummond Ellis?,"['http://dbpedia.org/ontology/doctoralAdvisor', 'http://dbpedia.org/property/doctoralStudents']","['http://dbpedia.org/resource/Ernest_Rutherford', 'http://dbpedia.org/resource/Charles_Drummond_Ellis']","['http://dbpedia.org/property/name', 'http://dbpedia.org/ontology/doctoralAdvisor', 'http://dbpedia.org/ontology/doctoralAdvisor']",0.3333333333333333,0.5,"['http://dbpedia.org/resource/Ernest_Rutherford', 'http://dbpedia.org/resource/Charles_Drummond_Ellis']",1.0,1.0
Where was the designer of REP Parasol born?,"['http://dbpedia.org/ontology/designer', 'http://dbpedia.org/ontology/birthPlace']",['http://dbpedia.org/resource/REP_Parasol'],"['http://dbpedia.org/ontology/designer', 'http://dbpedia.org/ontology/birthPlace']",1.0,1.0,['http://dbpedia.org/resource/REP_Parasol'],1.0,1.0
What is the common affiliation of the Monroe Carell Jr. Children's Hospital at Vanderbilt and alma mater of the Duncan U. Fletcher?,"['http://dbpedia.org/ontology/almaMater', 'http://dbpedia.org/property/affiliation']","[""http://dbpedia.org/resource/Monroe_Carell_Jr._Children's_Hospital_at_Vanderbilt"", 'http://dbpedia.org/resource/Duncan_U._Fletcher']","['http://dbpedia.org/property/affiliation', 'http://dbpedia.org/ontology/almaMater']",1.0,1.0,"[""http://dbpedia.org/resource/Monroe_Carell_Jr._Children's_Hospital_at_Vanderbilt"", 'http://dbpedia.org/resource/Duncan_U._Fletcher']",1.0,1.0
"What is the hometown of Nader Guirat, where Josef Johansson was born too?","['http://dbpedia.org/ontology/hometown', 'http://dbpedia.org/property/birthPlace']","['http://dbpedia.org/resource/Josef_Johansson', 'http://dbpedia.org/resource/Nader_Guirat']","['http://dbpedia.org/ontology/hometown', 'http://dbpedia.org/ontology/birthPlace']",1.0,1.0,"['http://dbpedia.org/resource/Josef_Johansson', 'http://dbpedia.org/resource/Nader_Guirat']",1.0,1.0
What tv series can be said to be related to the sarah jane adventure and dr who confidential?,"['http://dbpedia.org/ontology/related', 'http://dbpedia.org/ontology/related']","['http://dbpedia.org/resource/The_Sarah_Jane_Adventures', 'http://dbpedia.org/resource/Doctor_Who_Confidential']","['http://dbpedia.org/ontology/series', 'http://dbpedia.org/ontology/related', 'http://dbpedia.org/property/dr']",0.3333333333333333,0.5,"['http://dbpedia.org/resource/The_Sarah_Jane_Adventures', 'http://dbpedia.org/resource/Doctor_Who_Confidential']",1.0,1.0
How many shows does HBO have?,['http://dbpedia.org/ontology/company'],['http://dbpedia.org/resource/HBO'],"['http://dbpedia.org/ontology/company', 'http://dbpedia.org/ontology/TelevisionShow']",0.5,1.0,['http://dbpedia.org/resource/HBO'],1.0,1.0
