Which comic characters are painted by Bill Finger ?,['http://dbpedia.org/ontology/creator'],['http://dbpedia.org/resource/Bill_Finger'],"['http://dbpedia.org/ontology/creator', 'http://dbpedia.org/ontology/ComicsCharacter']",0.5,1.0,['http://dbpedia.org/resource/Bill_Finger'],1.0,1.0
Was winston churchill the prime minister of Selwyn Lloyd ?,['http://dbpedia.org/ontology/primeMinister'],"['http://dbpedia.org/resource/Selwyn_Lloyd', 'http://dbpedia.org/resource/Winston_Churchill']","['http://dbpedia.org/ontology/sport', 'http://dbpedia.org/ontology/primeMinister']",0.5,1.0,"['http://dbpedia.org/resource/Selwyn_Lloyd', 'http://dbpedia.org/resource/Winston_Churchill']",1.0,1.0
Name some leaders of the parent organisation of the Gestapo ?,"['http://dbpedia.org/ontology/parentOrganisation', 'http://dbpedia.org/ontology/leader']",['http://dbpedia.org/resource/Gestapo'],"['http://dbpedia.org/ontology/parentOrganisation', 'http://dbpedia.org/ontology/leader']",1.0,1.0,['http://dbpedia.org/resource/Gestapo'],1.0,1.0
Name the municipality of Roberto Clemente Bridge ?,['http://dbpedia.org/ontology/municipality'],['http://dbpedia.org/resource/Roberto_Clemente_Bridge'],"['http://dbpedia.org/property/name', 'http://dbpedia.org/ontology/municipality']",0.5,1.0,['http://dbpedia.org/resource/Roberto_Clemente_Bridge'],1.0,1.0
In which monarch did Li Si succeed someone ?,"['http://dbpedia.org/ontology/successor', 'http://dbpedia.org/ontology/monarch']",['http://dbpedia.org/resource/Li_Si'],"['http://dbpedia.org/ontology/monarch', 'http://dbpedia.org/ontology/successor']",1.0,1.0,['http://dbpedia.org/resource/Li_Si'],1.0,1.0
Where was the designer of REP Parasol born ?,"['http://dbpedia.org/ontology/designer', 'http://dbpedia.org/ontology/birthPlace']",['http://dbpedia.org/resource/REP_Parasol'],"['http://dbpedia.org/ontology/designer', 'http://dbpedia.org/ontology/birthPlace']",1.0,1.0,['http://dbpedia.org/resource/REP_Parasol'],1.0,1.0
What tv series can be said to be related to the sarah jane adventure and dr who confidential ?,"['http://dbpedia.org/ontology/related', 'http://dbpedia.org/ontology/related']","['http://dbpedia.org/resource/The_Sarah_Jane_Adventures', 'http://dbpedia.org/resource/Doctor_Who_Confidential']","['http://dbpedia.org/ontology/series', 'http://dbpedia.org/ontology/related', 'http://dbpedia.org/property/dr']",0.3333333333333333,0.5,"['http://dbpedia.org/resource/The_Sarah_Jane_Adventures', 'http://dbpedia.org/resource/Doctor_Who_Confidential']",1.0,1.0
How many shows does HBO have ?,['http://dbpedia.org/ontology/company'],['http://dbpedia.org/resource/HBO'],"['http://dbpedia.org/ontology/company', 'http://dbpedia.org/ontology/TelevisionShow']",0.5,1.0,['http://dbpedia.org/resource/HBO'],1.0,1.0
Is Nikolai Morozov the former coach of Stanislav Morozov ?,['http://dbpedia.org/ontology/formerCoach'],"['http://dbpedia.org/resource/Stanislav_Morozov', 'http://dbpedia.org/resource/Nikolai_Morozov_(figure_skater)']",['http://dbpedia.org/ontology/formerCoach'],1.0,1.0,"['http://dbpedia.org/resource/Stanislav_Morozov', 'http://dbpedia.org/resource/Nikolai_Morozov_(figure_skater)']",1.0,1.0
On how many different grounds were seasons chaired by Ronaldo held ?,"['http://dbpedia.org/ontology/chairman', 'http://dbpedia.org/ontology/ground']",['http://dbpedia.org/resource/Ronaldo'],"['http://dbpedia.org/ontology/chairman', 'http://dbpedia.org/ontology/ground']",1.0,1.0,['http://dbpedia.org/resource/Ronaldo'],1.0,1.0
Where was the battle fought where 2nd Foreign Infantry Regiment participated ?,"['http://dbpedia.org/ontology/battle', 'http://dbpedia.org/ontology/territory']",['http://dbpedia.org/resource/2nd_Foreign_Infantry_Regiment'],"['http://dbpedia.org/ontology/battle', 'http://dbpedia.org/ontology/type', 'http://dbpedia.org/ontology/participant']",0.3333333333333333,0.5,['http://dbpedia.org/resource/2nd_Foreign_Infantry_Regiment'],1.0,1.0
What is the operator of SR class 3Sub ?,['http://dbpedia.org/ontology/operator'],['http://dbpedia.org/resource/SR_class_3Sub'],['http://dbpedia.org/ontology/operator'],1.0,1.0,"['http://dbpedia.org/resource/Sr', 'http://dbpedia.org/resource/SR_class_3Sub']",0.5,1.0
Did Timm Gunn guest in Sunrise (HIMYM) ?,['http://dbpedia.org/property/guests'],"['http://dbpedia.org/resource/Sunrise_(How_I_Met_Your_Mother)', 'http://dbpedia.org/resource/Tim_Gunn']",['http://dbpedia.org/property/guests'],1.0,1.0,"['http://dbpedia.org/resource/Sunrise_(How_I_Met_Your_Mother)', 'http://dbpedia.org/resource/Tim_Gunn']",1.0,1.0
which politician is currently ruling over Rishkiesh ?,['http://dbpedia.org/ontology/leaderName'],['http://dbpedia.org/resource/Rishikesh'],['http://dbpedia.org/ontology/leaderName'],1.0,1.0,['http://dbpedia.org/resource/Rishikesh'],1.0,1.0
Is north america one of the destinations of airtours airways ?,['http://dbpedia.org/ontology/destination'],"['http://dbpedia.org/resource/Airtours_International_Airways', 'http://dbpedia.org/resource/North_America']",['http://dbpedia.org/ontology/destination'],1.0,1.0,"['http://dbpedia.org/resource/North_America', 'http://dbpedia.org/resource/Destinations', 'http://dbpedia.org/resource/Airtours_International_Airways']",0.6666666666666666,1.0
"How many tenats have been there, of the constructions of PCL constructures ?","['http://dbpedia.org/ontology/builder', 'http://dbpedia.org/ontology/tenant']",['http://dbpedia.org/resource/PCL_Construction'],"['http://dbpedia.org/ontology/builder', 'http://dbpedia.org/ontology/tenant']",1.0,1.0,['http://dbpedia.org/resource/PCL_Construction'],1.0,1.0
Was Kevin Jonas a part of Jonas brothers ?,['http://dbpedia.org/ontology/formerBandMember'],"['http://dbpedia.org/resource/Jonas_Brothers', 'http://dbpedia.org/resource/Kevin_Jonas']",['http://dbpedia.org/ontology/formerBandMember'],1.0,1.0,"['http://dbpedia.org/resource/Kevin_Jonas', 'http://dbpedia.org/resource/Jonas_Brothers']",1.0,1.0
"Which kind of conventions are held in Rosemont, Illinois ?","['http://dbpedia.org/ontology/location', 'http://dbpedia.org/property/genre']","['http://dbpedia.org/resource/Rosemont,_Illinois']","['http://dbpedia.org/ontology/assembly', 'http://dbpedia.org/ontology/category']",0.0,0.0,"['http://dbpedia.org/resource/Rosemont,_Illinois']",1.0,1.0
How many books have been penned by Miguel de Cervantes ?,['http://dbpedia.org/ontology/author'],['http://dbpedia.org/resource/Miguel_de_Cervantes'],"['http://dbpedia.org/ontology/author', 'http://dbpedia.org/ontology/Book']",0.5,1.0,['http://dbpedia.org/resource/Miguel_de_Cervantes'],1.0,1.0
"What are the schools whose city is Reading, Berkshire ?",['http://dbpedia.org/ontology/city'],"['http://dbpedia.org/resource/Reading,_Berkshire']",['http://dbpedia.org/ontology/city'],1.0,1.0,"['http://dbpedia.org/resource/Reading,_Berkshire']",1.0,1.0
